Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-05-21 09:30:00-04:00,738.6400146484375,738.6900024414062,737.6199951171875,738.5599975585938,2185647,0.0,0.0,0.0
2026-05-21 09:35:00-04:00,738.5599975585938,738.5599975585938,737.52001953125,737.6799926757812,667262,0.0,0.0,0.0
2026-05-21 09:40:00-04:00,737.6900024414062,738.27001953125,737.4500122070312,737.6500244140625,506719,0.0,0.0,0.0
2026-05-21 09:45:00-04:00,737.6400146484375,738.3599853515625,737.4146728515625,737.5800170898438,699960,0.0,0.0,0.0
2026-05-21 09:50:00-04:00,737.5499877929688,739.75,737.5200805664062,739.6300048828125,1009438,0.0,0.0,0.0
2026-05-21 09:55:00-04:00,739.6099853515625,740.1799926757812,739.1099853515625,739.7899780273438,471030,0.0,0.0,0.0
2026-05-21 10:00:00-04:00,739.780029296875,740.614990234375,739.6500244140625,740.0598754882812,535679,0.0,0.0,0.0
2026-05-21 10:05:00-04:00,740.0598754882812,740.4099731445312,739.6199951171875,740.3900146484375,305631,0.0,0.0,0.0
2026-05-21 10:10:00-04:00,740.3900146484375,740.4400024414062,739.22998046875,739.4400024414062,415383,0.0,0.0,0.0
2026-05-21 10:15:00-04:00,739.3900146484375,739.52001953125,738.2133178710938,738.2349853515625,629476,0.0,0.0,0.0
2026-05-21 10:20:00-04:00,738.2349853515625,738.4249877929688,737.4400024414062,737.8800048828125,716822,0.0,0.0,0.0
2026-05-21 10:25:00-04:00,737.8599853515625,738.5999755859375,737.72998046875,738.5050048828125,364224,0.0,0.0,0.0
2026-05-21 10:30:00-04:00,738.5,739.2650146484375,738.1599731445312,738.4600219726562,449946,0.0,0.0,0.0
2026-05-21 10:35:00-04:00,738.4299926757812,739.139892578125,738.4000244140625,738.9199829101562,218983,0.0,0.0,0.0
2026-05-21 10:40:00-04:00,738.93310546875,739.030029296875,738.0,738.5900268554688,211402,0.0,0.0,0.0
2026-05-21 10:45:00-04:00,738.5599975585938,738.7899780273438,737.5999755859375,738.1099853515625,239933,0.0,0.0,0.0
2026-05-21 10:50:00-04:00,738.1500244140625,738.6099853515625,737.7000122070312,738.5900268554688,237621,0.0,0.0,0.0
2026-05-21 10:55:00-04:00,738.5999755859375,739.2399291992188,738.4199829101562,738.9099731445312,240302,0.0,0.0,0.0
2026-05-21 11:00:00-04:00,738.9600219726562,739.14990234375,738.3800048828125,738.510009765625,215478,0.0,0.0,0.0
