Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.07064514784182,24.07064514784182,23.95089069436997,24.053537368774414,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.070648876287173,24.224618911743168,24.070648876287173,24.224618911743164,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.207505017119956,24.293043904106245,24.156181684928182,24.275936126708984,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.31014783345838,24.549656679108217,24.293040058769108,24.532548904418945,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,24.618073662122093,24.68650472164154,24.344349424044292,24.635181427001953,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,24.618091583251953,24.669414915253174,24.48122936458203,24.618091583251953,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,24.618091583251953,24.703630469920654,24.583876028584474,24.618091583251953,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,24.532543171695096,24.532543171695096,24.39568100616263,24.447004318237305,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.446991370658953,24.49831465555187,24.378560324135066,24.4812068939209,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.515432379010324,24.703617833420036,24.515432379010324,24.600971221923828,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,24.566746808635497,24.566746808635497,24.412776947021484,24.412776947021484,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.344365806223077,24.344365806223077,23.762701408885352,23.796916961669922,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,23.796908185121826,23.83112372528735,23.694261564625254,23.779800415039062,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.053529367247787,24.053529367247787,23.437649525696635,23.762697219848633,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,23.762702918634183,23.848241806030273,23.728487363675747,23.848241806030273,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,23.916665268762355,23.967988584789744,23.84823418072584,23.933773040771484,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.002208721995867,24.01931649727883,23.79691541860032,23.916669845581055,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,23.93378662254851,24.224618911743168,23.93378662254851,24.224618911743164,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.207505017119956,24.293043904106245,24.156181684928182,24.275936126708984,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.327254105419613,24.327254105419613,24.190391916359587,24.31014633178711,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.39569019379545,24.39569019379545,24.20750464531596,24.24172019958496,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.258815850269812,24.600971221923828,24.22460031310441,24.600971221923828,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,24.635193631919797,24.720732498697295,24.600978085208798,24.703624725341797,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,24.737836819173232,24.737836819173232,24.566759109497067,24.56675910949707,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,24.60097387782688,24.703620500404742,24.48121948481938,24.498327255249023,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,24.549665972183313,25.045791625976566,24.549665972183313,25.045791625976562,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,24.99445495448593,25.011562726528698,24.908916094272083,24.96023941040039,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,24.96023903206174,25.011562347412106,24.857592401361007,25.01156234741211,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.028663607781805,25.09709467711272,24.908909236452708,24.943124771118164,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,24.737852504991938,24.754960286807286,24.532559123207772,24.6865291595459,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,24.669412210398704,24.806274414062496,24.669412210398704,24.8062744140625,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,24.806274414062496,24.874705515894394,24.806274414062496,24.8062744140625,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,24.77206770336355,24.77206770336355,24.618097669295683,24.652313232421875,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,24.754951087688575,24.908921066810343,24.754951087688575,24.8062744140625,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,24.906248317668208,24.906248317668208,24.768739700317383,24.768739700317383,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,24.528092246578026,24.682789394594288,24.51090367457622,24.631223678588867,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,24.699973603144997,24.717162172110303,24.648407896249076,24.682785034179688,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,24.648407896249076,24.785916447971527,24.528087913491934,24.682785034179688,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,24.699992866912105,24.889067272991458,24.665615702170403,24.837501525878906,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,24.820303628240598,24.837492204160434,24.682795020881926,24.699983596801758,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,24.717152054245407,24.923414797396273,24.717152054245407,24.8030948638916,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,24.837477650408424,24.87185478210449,24.803100518712355,24.871854782104492,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,24.940610497818945,25.009364765214723,24.85466766357422,24.85466766357422,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,24.889059740499356,24.889059740499356,24.717173968810826,24.768739700317383,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,24.56246700462595,24.56246700462595,24.253072738647457,24.25307273864746,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,24.442152122852665,24.442152122852665,24.30464353144421,24.373397827148438,172200,0.0,0.0,0.0
1993-04-06 00:00:00-04:00,24.424980900075177,24.424980900075177,24.235906452572834,24.30466079711914,129700,0.0,0.0,0.0
1993-04-07 00:00:00-04:00,24.339024936926037,24.39059066772461,24.287459206127465,24.39059066772461,28000,0.0,0.0,0.0
