Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-04-24 00:00:00-04:00,8.550000190734863,10.09000015258789,8.550000190734863,9.960000038146973,0,0.0,0.0
2023-04-25 00:00:00-04:00,8.470000267028809,16.399999618530273,8.329999923706055,14.59000015258789,0,0.0,0.0
2023-04-26 00:00:00-04:00,11.420000076293945,15.130000114440918,10.699999809265137,14.640000343322754,0,0.0,0.0
2023-04-27 00:00:00-04:00,9.739999771118164,15.59000015258789,9.649999618530273,15.279999732971191,0,0.0,0.0
2023-04-28 00:00:00-04:00,10.350000381469727,13.970000267028809,10.119999885559082,13.350000381469727,0,0.0,0.0
2023-05-01 00:00:00-04:00,9.510000228881836,10.850000381469727,8.859999656677246,10.0600004196167,0,0.0,0.0
2023-05-02 00:00:00-04:00,9.34000015258789,19.829999923706055,9.34000015258789,19.81999969482422,0,0.0,0.0
2023-05-03 00:00:00-04:00,19.3700008392334,23.030000686645508,17.540000915527344,17.639999389648438,0,0.0,0.0
2023-05-04 00:00:00-04:00,15.09000015258789,21.0,14.710000038146973,20.770000457763672,0,0.0,0.0
2023-05-05 00:00:00-04:00,13.020000457763672,14.579999923706055,11.770000457763672,14.119999885559082,0,0.0,0.0
2023-05-08 00:00:00-04:00,10.140000343322754,12.449999809265137,9.569999694824219,11.319999694824219,0,0.0,0.0
2023-05-09 00:00:00-04:00,10.0600004196167,18.329999923706055,9.760000228881836,18.329999923706055,0,0.0,0.0
2023-05-10 00:00:00-04:00,11.6899995803833,14.859999656677246,10.979999542236328,13.390000343322754,0,0.0,0.0
2023-05-11 00:00:00-04:00,11.90999984741211,13.819999694824219,10.979999542236328,13.819999694824219,0,0.0,0.0
2023-05-12 00:00:00-04:00,10.079999923706055,15.9399995803833,9.859999656677246,14.180000305175781,0,0.0,0.0
2023-05-15 00:00:00-04:00,10.470000267028809,11.680000305175781,9.489999771118164,11.680000305175781,0,0.0,0.0
2023-05-16 00:00:00-04:00,9.779999732971191,14.109999656677246,9.239999771118164,13.979999542236328,0,0.0,0.0
2023-05-17 00:00:00-04:00,9.5600004196167,13.079999923706055,9.180000305175781,12.9399995803833,0,0.0,0.0
2023-05-18 00:00:00-04:00,10.4399995803833,13.970000267028809,10.100000381469727,13.699999809265137,0,0.0,0.0
2023-05-19 00:00:00-04:00,11.359999656677246,15.369999885559082,11.140000343322754,14.170000076293945,0,0.0,0.0
2023-05-22 00:00:00-04:00,10.279999732971191,12.800000190734863,10.0600004196167,12.289999961853027,0,0.0,0.0
2023-05-23 00:00:00-04:00,11.369999885559082,14.630000114440918,9.40999984741211,13.430000305175781,0,0.0,0.0
2023-05-24 00:00:00-04:00,12.779999732971191,17.610000610351562,12.40999984741211,17.510000228881836,0,0.0,0.0
2023-05-25 00:00:00-04:00,14.199999809265137,17.149999618530273,12.520000457763672,16.5,0,0.0,0.0
2023-05-26 00:00:00-04:00,13.289999961853027,21.1299991607666,12.579999923706055,20.34000015258789,0,0.0,0.0
2023-05-30 00:00:00-04:00,11.640000343322754,14.3100004196167,10.520000457763672,13.579999923706055,0,0.0,0.0
2023-05-31 00:00:00-04:00,11.510000228881836,15.130000114440918,10.59000015258789,15.100000381469727,0,0.0,0.0
2023-06-01 00:00:00-04:00,10.520000457763672,14.460000038146973,9.920000076293945,13.979999542236328,0,0.0,0.0
2023-06-02 00:00:00-04:00,10.640000343322754,12.199999809265137,10.300000190734863,11.899999618530273,0,0.0,0.0
2023-06-05 00:00:00-04:00,9.6899995803833,11.289999961853027,8.859999656677246,10.569999694824219,0,0.0,0.0
2023-06-06 00:00:00-04:00,9.529999732971191,10.300000190734863,8.609999656677246,10.270000457763672,0,0.0,0.0
2023-06-07 00:00:00-04:00,8.899999618530273,11.039999961853027,8.5,11.039999961853027,0,0.0,0.0
2023-06-08 00:00:00-04:00,9.239999771118164,11.119999885559082,8.350000381469727,11.020000457763672,0,0.0,0.0
2023-06-09 00:00:00-04:00,9.260000228881836,11.960000038146973,8.84000015258789,11.59000015258789,0,0.0,0.0
2023-06-12 00:00:00-04:00,9.289999961853027,16.790000915527344,9.039999961853027,16.75,0,0.0,0.0
2023-06-13 00:00:00-04:00,11.779999732971191,17.389999389648438,11.449999809265137,17.260000228881836,0,0.0,0.0
2023-06-14 00:00:00-04:00,15.890000343322754,19.360000610351562,13.680000305175781,13.979999542236328,0,0.0,0.0
2023-06-15 00:00:00-04:00,11.079999923706055,16.290000915527344,9.819999694824219,15.0,0,0.0,0.0
2023-06-16 00:00:00-04:00,12.119999885559082,12.710000038146973,10.579999923706055,12.430000305175781,0,0.0,0.0
2023-06-20 00:00:00-04:00,9.399999618530273,11.050000190734863,8.550000190734863,11.039999961853027,0,0.0,0.0
2023-06-21 00:00:00-04:00,9.789999961853027,10.930000305175781,9.289999961853027,10.930000305175781,0,0.0,0.0
2023-06-22 00:00:00-04:00,9.430000305175781,10.510000228881836,8.670000076293945,10.34000015258789,0,0.0,0.0
2023-06-23 00:00:00-04:00,9.600000381469727,11.449999809265137,8.180000305175781,11.319999694824219,0,0.0,0.0
2023-06-26 00:00:00-04:00,9.029999732971191,11.329999923706055,8.170000076293945,11.09000015258789,0,0.0,0.0
2023-06-27 00:00:00-04:00,8.869999885559082,10.779999732971191,7.929999828338623,10.539999961853027,0,0.0,0.0
2023-06-28 00:00:00-04:00,8.380000114440918,11.369999885559082,8.020000457763672,11.359999656677246,0,0.0,0.0
2023-06-29 00:00:00-04:00,9.210000038146973,13.170000076293945,9.100000381469727,13.09000015258789,0,0.0,0.0
2023-06-30 00:00:00-04:00,9.510000228881836,15.300000190734863,9.470000267028809,15.300000190734863,0,0.0,0.0
2023-07-03 00:00:00-04:00,10.40999984741211,10.510000228881836,9.510000228881836,9.890000343322754,0,0.0,0.0
2023-07-05 00:00:00-04:00,8.229999542236328,10.100000381469727,7.570000171661377,9.989999771118164,0,0.0,0.0
2023-07-06 00:00:00-04:00,9.569999694824219,13.960000038146973,9.569999694824219,13.920000076293945,0,0.0,0.0
2023-07-07 00:00:00-04:00,10.130000114440918,11.75,8.380000114440918,11.25,0,0.0,0.0
2023-07-10 00:00:00-04:00,8.680000305175781,10.609999656677246,7.960000038146973,10.479999542236328,0,0.0,0.0
2023-07-11 00:00:00-04:00,8.59000015258789,16.329999923706055,8.289999961853027,15.90999984741211,0,0.0,0.0
2023-07-12 00:00:00-04:00,10.260000228881836,11.210000038146973,8.430000305175781,10.619999885559082,0,0.0,0.0
2023-07-13 00:00:00-04:00,8.59000015258789,12.0600004196167,7.599999904632568,12.0600004196167,0,0.0,0.0
2023-07-14 00:00:00-04:00,8.770000457763672,10.569999694824219,7.960000038146973,10.170000076293945,0,0.0,0.0
2023-07-17 00:00:00-04:00,7.679999828338623,9.850000381469727,7.190000057220459,9.720000267028809,0,0.0,0.0
2023-07-18 00:00:00-04:00,7.510000228881836,10.600000381469727,6.920000076293945,9.630000114440918,0,0.0,0.0
2023-07-19 00:00:00-04:00,8.149999618530273,11.739999771118164,7.559999942779541,10.649999618530273,0,0.0,0.0
2023-07-20 00:00:00-04:00,8.569999694824219,12.289999961853027,8.180000305175781,11.260000228881836,0,0.0,0.0
2023-07-21 00:00:00-04:00,9.029999732971191,10.390000343322754,8.149999618530273,9.729999542236328,0,0.0,0.0
